refseq_peptide	description	rgd_id	uniprot_gn_id
XP_038944615	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944616	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944617	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944618	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944619	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944620	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944621	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944622	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944623	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944624	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944625	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944633	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944634	synaptojanin 1	69434	A0A8I6A4X9, A0A8I6A7J7, A0A8I6AFG5, A0A8I6AHP8, A0A8L2Q1A0, A0A8L2QTB1
XP_038944637	NA	NA	A0A8I6A7G1
XP_038944640	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944641	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944643	similar to 60S ribosomal protein L12	15003603	D4A8N3
XP_038944645	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944646	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944647	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944648	Eph receptor A6	1304614	A0A8I6A6J8, F1LQK6
XP_038944649	Eph receptor A6	1304614	A0A8I6A6J8, F1LQK6
XP_038944650	Eph receptor A6	1304614	A0A8I6A6J8, F1LQK6
XP_038944651	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944652	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944653	parkin RBR E3 ubiquitin protein ligase	15009540	A0A0G2JY87, A0A0G2JZS8, A0A0G2K2J2, A0A0G2K740, A0A8I5ZN83, A0A8I6A5N7, A0A8I6GIU4, D3JVU5, Q9JK66
XP_038944666	olfactory receptor 5AC1-like	1333463	D4A2F3
XP_038944667	zona pellucida-like domain containing 1	1308138	D4AAZ2
XP_038944678	glutaredoxin 3	69414	A0A0G2K5P8, A0A8I5ZN19, A0A8I6AG27, Q9JLZ1
XP_038944689	zinc finger protein 654	1308321	A0A8I5ZUK3, D3ZMK5
XP_038944697	fucosyltransferase 2	2639	A0A0G2JSS7
XP_038944702	eva-1 homolog C	1307569	A0A8I5ZR28, A0A8I6A159, A0A8I6AIF8, D4A895
XP_038944703	PAX3 and PAX7 binding protein 1	1584739	D4A8C8
XP_038944706	FXYD domain-containing ion transport regulator 1	69306	A0A0H2UHS8, A0A8I5ZPC3, A0A8I5ZW12, A0A8I6G4X1
XP_038944708	interferon alpha and beta receptor subunit 2	1583177	M0R8H7
XP_038944710	FXYD domain-containing ion transport regulator 1	69306	A0A0H2UHS8, A0A8I5ZPC3, A0A8I5ZW12, A0A8I6G4X1
XP_038944717	FXYD domain-containing ion transport regulator 1	69306	A0A0H2UHS8, A0A8I5ZPC3, A0A8I5ZW12, A0A8I6G4X1
XP_038944718	carbonyl reductase 2-like	2286	A0A0G2JSW9
XP_038944719	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944720	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944721	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944722	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944723	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944724	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944725	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944726	holocarboxylase synthetase	1565360	A0A8I6A968, A0A8I6AAD0, D4AA38
XP_038944730	PR/SET domain 15	1310055	A0A8I5ZYR1, D3ZQ99
XP_038944731	PR/SET domain 15	1310055	A0A8I5ZYR1, D3ZQ99
XP_038944732	PR/SET domain 15	1310055	A0A8I5ZYR1, D3ZQ99
XP_038944733	PR/SET domain 15	1310055	A0A8I5ZYR1, D3ZQ99
XP_038944735	PR/SET domain 15	1310055	A0A8I5ZYR1, D3ZQ99
XP_038944739	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944740	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944741	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944742	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944743	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944744	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944745	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944746	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944747	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944749	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944750	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944751	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944752	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944753	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944754	NOP2/Sun RNA methyltransferase 3	2322119	A0A8I6AA97, A0A8I6AS93
XP_038944755	G protein-coupled receptor kinase 5	61985	A0A8I5ZX64, A0A8I6GI07, Q66HL7
XP_038944756	G protein-coupled receptor kinase 5	61985	A0A8I5ZX64, A0A8I6GI07, Q66HL7
XP_038944758	filamin A interacting protein 1-like	1565927	A0A8I6AER4, D4A900
XP_038944759	filamin A interacting protein 1-like	1565927	A0A8I6AER4, D4A900
XP_038944760	filamin A interacting protein 1-like	1565927	A0A8I6AER4, D4A900
XP_038944761	filamin A interacting protein 1-like	1565927	A0A8I6AER4, D4A900
XP_038944762	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944763	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944765	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944766	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944767	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944768	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944769	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944770	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944771	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944772	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944773	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944774	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944775	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944776	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944777	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944778	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944779	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944780	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944781	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944782	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944783	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944784	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944785	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944786	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944787	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944788	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944789	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944790	ABI family member 3 binding protein	1562717	A0A8I6A422, A0A8I6AGS4, A0A8I6ATG1, F1M0R2, F1M1N9, F1M305, F1M9R3, F1M9R4, M0R4H0, M0R8H8
XP_038944797	myosin, heavy chain 15	1565858	A0A0G2JY53
XP_038944798	DAZ interacting zinc finger protein 3	1563278	A0A8I6ABS6, A0A8I6ABW2, D4A1V8
XP_038944800	DAZ interacting zinc finger protein 3	1563278	A0A8I6ABS6, A0A8I6ABW2, D4A1V8
XP_038944802	DAZ interacting zinc finger protein 3	1563278	A0A8I6ABS6, A0A8I6ABW2, D4A1V8
XP_038944803	cellular inhibitor of PP2A	1310335	A0A8I5ZXN3, D3ZF50
XP_038944804	synaptotagmin 7	62013	A0A8I6A1J0, A0A8I6G526, A0A8L2QJI4, Q62747
XP_038944805	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944806	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944807	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944808	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944810	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944811	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944812	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944813	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944814	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944816	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944817	pleckstrin homology-like domain, family B, member 2	1591402	A0A1W2Q667, A0A1W2Q6E5, A0A8I5Y6J7, A0A8I6GM52, D3ZTL3, D4A779
XP_038944818	germinal center-associated, signaling and motility	1591321	A0A1W2Q6E0, D3ZLK1
XP_038944821	CD200 receptor 1-like	1563387	D3ZJX0, D3ZPY4
XP_038944822	cilia and flagella associated protein 44	1559942	A0A8I6ABW4, D3ZXR2
XP_038944823	upstream transcription factor family member 3	1560175	A0A8I5Y4V4, D4ABR5
XP_038944824	upstream transcription factor family member 3	1560175	A0A8I5Y4V4, D4ABR5
XP_038944826	coiled-coil domain containing 191	1566314	A0A0G2JUG8, A0A1W2Q6A6
XP_038944827	coiled-coil domain containing 191	1566314	A0A0G2JUG8, A0A1W2Q6A6
XP_038944828	similar to ribosomal protein L27	15004045	D3ZTK5
XP_038944829	testis expressed 55	1306995	A0A8I5ZU82, A0A8I6GGR1, F1LW82
XP_038944830	cilia and flagella associated protein 91	1305539	A0A8I6GJC9, D3ZBC9
XP_038944831	cilia and flagella associated protein 91	1305539	A0A8I6GJC9, D3ZBC9
XP_038944832	cilia and flagella associated protein 91	1305539	A0A8I6GJC9, D3ZBC9
XP_038944833	G protein subunit gamma 10, pseudogene 1	9342064	A0A8I6GLD4
XP_038944834	F-box protein 40	1309781	F1LXQ1
XP_038944835	F-box protein 40	1309781	F1LXQ1
XP_038944836	F-box protein 40	1309781	F1LXQ1
XP_038944837	cystatin domain containing 4	2323715	A0A8I6GMH2
XP_038944840	similar to hypothetical protein A	1565297	A0A8I6ATA7
XP_038944844	coiled-coil domain containing 14	1562189	D3ZBB5
XP_038944845	coiled-coil domain containing 14	1562189	D3ZBB5
XP_038944846	coiled-coil domain containing 14	1562189	D3ZBB5
XP_038944847	coiled-coil domain containing 14	1562189	D3ZBB5
XP_038944848	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944849	rubicon autophagy regulator	1305422	A0A0G2K687, A0A0G2K9T0, A0A8I5ZQF9, A0A8I6AJ73, A0A8I6GMR7
XP_038944850	rubicon autophagy regulator	1305422	A0A0G2K687, A0A0G2K9T0, A0A8I5ZQF9, A0A8I6AJ73, A0A8I6GMR7
XP_038944851	rubicon autophagy regulator	1305422	A0A0G2K687, A0A0G2K9T0, A0A8I5ZQF9, A0A8I6AJ73, A0A8I6GMR7
XP_038944852	rubicon autophagy regulator	1305422	A0A0G2K687, A0A0G2K9T0, A0A8I5ZQF9, A0A8I6AJ73, A0A8I6GMR7
XP_038944853	rubicon autophagy regulator	1305422	A0A0G2K687, A0A0G2K9T0, A0A8I5ZQF9, A0A8I6AJ73, A0A8I6GMR7
XP_038944854	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944856	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944859	glyceraldehyde-3-phosphate dehydrogenase pseudogene	15004314	E9PTN6
XP_038944862	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944863	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944864	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944865	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944866	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944867	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944868	Rho guanine nucleotide exchange factor 1	620951	A0A0G2JU01, A0A0G2K446, E9PTJ8
XP_038944869	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944870	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944871	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944872	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944873	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944874	transmembrane protein 44	1563737	A0A8I5YCH0, A0A8I5YCH7, D4ADT4
XP_038944875	microtubule affinity regulating kinase 2	708483	A0A0G2K6X6, A0A8I5Y5N7, A0A8I5Y7M0, A0A8I5ZU08, A0A8I6AC19, A0A8I6GJH6, A0A8L2UKM6
XP_038944876	geminin coiled-coil domain containing	1563170	A0A8I5ZWJ4, A0A8I6G7A5, F1LTU7
XP_038944878	microtubule affinity regulating kinase 2	708483	A0A0G2K6X6, A0A8I5Y5N7, A0A8I5Y7M0, A0A8I5ZU08, A0A8I6AC19, A0A8I6GJH6, A0A8L2UKM6
XP_038944879	similar to ribosomal protein L27a	15003868	D4AAY6
XP_038944881	VPS8 subunit of CORVET complex	1309443	A0A8I5XWN5, A0A8I6AEY8, D4A5F7
XP_038944882	VPS8 subunit of CORVET complex	1309443	A0A8I5XWN5, A0A8I6AEY8, D4A5F7
XP_038944883	VPS8 subunit of CORVET complex	1309443	A0A8I5XWN5, A0A8I6AEY8, D4A5F7
XP_038944885	family with sequence similarity 131, member A	2322069	D4ADK8, M0RBP4
XP_038944886	ribosomal protein S15A-like 2	15003988	D3ZZC7
XP_038944907	immunoglobulin lambda constant 1	2319568	A0A0G2K8K8
XP_038944912	coiled-coil domain containing 188	1563782	A0A8I6AGR1, A0A8J8YII4
XP_038944913	coiled-coil domain containing 74A	1588214	F1M8E1
XP_038944914	coiled-coil domain containing 74A	1588214	F1M8E1
XP_038944915	coiled-coil domain containing 74A	1588214	F1M8E1
XP_038944916	coiled-coil domain containing 74A	1588214	F1M8E1
XP_038944918	transmembrane protein 191C	1587016	D4A9X5
XP_038944923	protein arginine methyltransferase 1	62020	A0A8I5Y864, A0A8I5ZYM2, A0A8I6A3L2, A0A8I6A3V3, A0A8I6GM37, A0A8L2QUM0
XP_038944930	POM121 transmembrane nucleoporin	620680	A0A8I6A8B2, G3V659
XP_038944933	purinergic receptor P2X 2	620251	A0A0G2K9G8, A0A140TAH4
XP_038944940	vitamin K epoxide reductase complex, subunit 1-like 1	620753	A0A0G2K4S3, A0A8I5XVS4, A0A8I5ZKI4, A0A8I5ZWM1, A0A8I6APU2, A0A8L2UQ18, F8WFG9, Q8VHM6
XP_038944949	phosphatidylinositol transfer protein, beta	620143	A0A8I6ARL3, A0A8L2UMX1, P53812
XP_038944951	cut-like homeobox 1	620618	A0A8I6AM13, A0A8I6G4D0, F1M8J7, P53565
XP_038944959	acetyl-CoA carboxylase beta	620500	A0A0G2K1F2, A0A0G2K5L6, A0A8I6ART3, D3ZBE2, E9PSQ0
XP_038944965	synaptotagmin 9	621169	A0A8I5ZX57, A0A8L2QF44
XP_038944967	rabphilin 3A	620073	A0A8I6A3Z9, A0A8I6AER8, F1LPB9
XP_038944969	calcium binding protein 1	620385	A0A140TA91, A0A8I5YC82, A0A8I6AH55
XP_038944973	pleckstrin and Sec7 domain containing	620297	A0A8I6AIQ4, A0A8I6GKK2, G3V8J5
XP_038944983	huntingtin interacting protein 1	620305	A0A8I5Y6T0, A0A8I6AA26, A0A8I6GA90, G3V8Y8
XP_038944984	huntingtin interacting protein 1	620305	A0A8I5Y6T0, A0A8I6AA26, A0A8I6GA90, G3V8Y8
XP_038944986	XPA binding protein 2	621217	A0A8I5XWU2, A0A8L2PZV6
XP_038944990	nitric oxide synthase 1	3184	A0A8I5YCJ4, D3ZEW7, F1LQL1
XP_038944996	2 ' -5 ' oligoadenylate synthetase 1F	708393	A0A8L2PZR9, Q5BKD0
XP_038944997	2 ' -5 ' oligoadenylate synthetase 1F	708393	A0A8L2PZR9, Q5BKD0
XP_038945002	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945003	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945004	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945005	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945006	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945007	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945008	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945009	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945010	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945011	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945012	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945013	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
XP_038945014	GTF2I repeat domain containing 1	620856	A0A0G2JVV8, A0A0G2K5X2, A0A0G2KA15, A0A8I5ZN74, A0A8I6A198, A0A8I6AAS8, A0A8I6GKN8, A0A8J8Y045, G3V664
